classifier acc,actual label,recommend ids,recommend score,100 test set,200 test set,300 test set,400 test set,500 test set
0.886,sci.electronics,297,2.9826623773058403,0.65,0.595,0.5933333333333334,0.5575,0.574
0.886,sci.med,24,2.9826233067529873,0.66,0.6,0.5966666666666667,0.56,0.576
0.888,rec.autos,328,2.982409686663799,0.66,0.6,0.5966666666666667,0.5625,0.578
0.888,sci.crypt,89,2.9820354781466696,0.66,0.6,0.5966666666666667,0.56,0.576
0.888,sci.electronics,200,2.981900694140414,0.66,0.595,0.5933333333333334,0.5575,0.574
0.89,rec.autos,368,2.981709275171722,0.66,0.595,0.5933333333333334,0.5575,0.574
0.892,soc.religion.christian,116,2.9815582373491005,0.66,0.595,0.5966666666666667,0.56,0.576
0.894,talk.religion.misc,124,2.9814092964589123,0.66,0.595,0.5966666666666667,0.56,0.576
0.892,comp.os.ms-windows.misc,118,2.9811901156827734,0.66,0.595,0.5966666666666667,0.5575,0.574
0.892,rec.sport.hockey,420,2.981031132209724,0.65,0.59,0.5933333333333334,0.5575,0.574
0.892,comp.os.ms-windows.misc,181,2.980775187400057,0.65,0.59,0.5933333333333334,0.5575,0.574
0.896,soc.religion.christian,309,2.980431018940751,0.65,0.595,0.5966666666666667,0.56,0.578
0.9,rec.motorcycles,369,2.9803822958809785,0.64,0.595,0.5966666666666667,0.56,0.578
0.9,comp.windows.x,244,2.9802501677182636,0.64,0.595,0.5966666666666667,0.56,0.578
0.9,rec.sport.baseball,447,2.9798917927278676,0.64,0.595,0.5966666666666667,0.56,0.578
0.9,comp.graphics,341,2.9798385728589754,0.64,0.595,0.6,0.56,0.578
0.9,comp.os.ms-windows.misc,213,2.979571384715449,0.64,0.595,0.6,0.56,0.578
0.9,soc.religion.christian,11,2.9793361002449026,0.64,0.6,0.6,0.56,0.578
0.904,sci.electronics,177,2.979148829295633,0.64,0.6,0.6,0.56,0.578
0.906,rec.sport.baseball,337,2.9789584700034006,0.64,0.595,0.5966666666666667,0.555,0.574
0.908,sci.space,49,2.9786843382726587,0.64,0.595,0.6,0.5575,0.576
0.91,comp.os.ms-windows.misc,434,2.978549781215856,0.64,0.595,0.6033333333333334,0.56,0.578
0.91,comp.graphics,47,2.9784505025442836,0.65,0.605,0.6133333333333333,0.5675,0.586
0.91,rec.autos,194,2.9781642009684623,0.65,0.61,0.6166666666666667,0.57,0.586
0.912,misc.forsale,237,2.977950087463758,0.65,0.605,0.6133333333333333,0.5675,0.584
0.912,talk.politics.guns,351,2.977881010335338,0.65,0.605,0.6133333333333333,0.5675,0.584
0.914,comp.sys.ibm.pc.hardware,471,2.977775002777361,0.65,0.605,0.6133333333333333,0.5675,0.584
0.916,talk.politics.mideast,366,2.977650638662458,0.65,0.605,0.6133333333333333,0.5675,0.584
0.916,alt.atheism,410,2.9775166518057703,0.66,0.615,0.62,0.5725,0.586
0.916,sci.electronics,431,2.9769286726609354,0.65,0.615,0.62,0.5725,0.582
0.922,rec.sport.baseball,127,2.9765890470028604,0.65,0.62,0.6233333333333333,0.575,0.584
0.922,soc.religion.christian,206,2.9758998331606663,0.65,0.62,0.6233333333333333,0.575,0.586
0.924,comp.sys.ibm.pc.hardware,144,2.9756811139013046,0.65,0.62,0.6233333333333333,0.575,0.586
0.924,rec.autos,342,2.97533370748851,0.65,0.62,0.6233333333333333,0.575,0.586
0.924,rec.sport.hockey,207,2.9752251040582074,0.66,0.625,0.6266666666666667,0.5775,0.588
0.924,alt.atheism,301,2.97483285932523,0.66,0.625,0.6266666666666667,0.5775,0.588
0.926,sci.space,405,2.9745447430115877,0.66,0.625,0.6266666666666667,0.575,0.586
0.928,comp.sys.ibm.pc.hardware,483,2.9740694544141517,0.67,0.635,0.6366666666666667,0.58,0.59
0.93,alt.atheism,246,2.9738055847241496,0.67,0.635,0.6366666666666667,0.58,0.59
0.932,sci.crypt,263,2.9737453529735283,0.67,0.635,0.6366666666666667,0.585,0.594
0.93,comp.windows.x,169,2.9734392992754253,0.67,0.635,0.6366666666666667,0.585,0.594
0.93,comp.windows.x,104,2.9733377680153885,0.66,0.63,0.6333333333333333,0.585,0.596
0.932,rec.sport.hockey,99,2.9727716644191053,0.65,0.625,0.63,0.5825,0.596
0.932,comp.os.ms-windows.misc,457,2.9723133909428374,0.65,0.63,0.6333333333333333,0.5875,0.6
0.934,misc.forsale,110,2.9721137984318378,0.65,0.63,0.6333333333333333,0.5875,0.602
0.934,comp.os.ms-windows.misc,261,2.971859556582587,0.65,0.635,0.6366666666666667,0.59,0.604
0.934,sci.electronics,333,2.971736585797949,0.64,0.625,0.63,0.585,0.6
0.934,comp.graphics,472,2.9711020738761267,0.64,0.625,0.6266666666666667,0.5825,0.6
0.934,comp.sys.mac.hardware,117,2.9707810016085214,0.64,0.625,0.63,0.5875,0.604
0.934,misc.forsale,346,2.9703758590445384,0.63,0.62,0.6266666666666667,0.585,0.604
0.934,comp.os.ms-windows.misc,279,2.969921790189457,0.63,0.62,0.6266666666666667,0.585,0.604
0.936,alt.atheism,17,2.969717524903237,0.63,0.62,0.6266666666666667,0.585,0.606
0.936,comp.sys.ibm.pc.hardware,499,2.9690710157360427,0.63,0.62,0.6266666666666667,0.585,0.606
0.936,rec.motorcycles,60,2.968787178002429,0.63,0.625,0.63,0.5875,0.608
0.938,soc.religion.christian,260,2.9683629188643814,0.63,0.63,0.6333333333333333,0.5925,0.612
0.938,comp.sys.mac.hardware,185,2.968214370733741,0.63,0.63,0.6333333333333333,0.5925,0.612
0.938,rec.sport.hockey,175,2.968003303959904,0.63,0.63,0.6333333333333333,0.5925,0.612
0.938,sci.space,103,2.967773732670625,0.63,0.63,0.6366666666666667,0.595,0.614
0.938,sci.med,101,2.9676261341527943,0.63,0.63,0.6366666666666667,0.5925,0.612
0.94,sci.crypt,310,2.9671938698896283,0.63,0.63,0.6366666666666667,0.5925,0.612
0.94,comp.windows.x,34,2.9667948987610253,0.63,0.63,0.6366666666666667,0.5925,0.612
0.94,soc.religion.christian,55,2.9662255690526735,0.63,0.63,0.64,0.595,0.614
0.94,comp.sys.mac.hardware,474,2.965986878418683,0.63,0.63,0.64,0.595,0.614
0.942,comp.graphics,215,2.965788376281556,0.64,0.635,0.6433333333333333,0.5975,0.616
0.942,sci.med,243,2.9653144993150087,0.64,0.635,0.6433333333333333,0.5975,0.616
0.944,rec.sport.hockey,422,2.9645398016747664,0.65,0.635,0.6433333333333333,0.5975,0.616
0.952,talk.politics.mideast,22,2.9643634475394665,0.65,0.635,0.6433333333333333,0.5975,0.616
0.954,comp.sys.ibm.pc.hardware,38,2.9637274213969222,0.65,0.635,0.6433333333333333,0.5975,0.618
0.954,rec.sport.baseball,295,2.9635565111206343,0.65,0.635,0.6433333333333333,0.5975,0.618
0.954,comp.sys.ibm.pc.hardware,355,2.962921514319756,0.65,0.635,0.6433333333333333,0.5975,0.618
0.956,rec.autos,440,2.962523311014709,0.65,0.635,0.6466666666666666,0.6025,0.622
0.956,misc.forsale,136,2.9620107919786136,0.65,0.645,0.6533333333333333,0.605,0.624
0.956,comp.graphics,23,2.961246204120756,0.65,0.645,0.6533333333333333,0.6025,0.622
0.956,sci.electronics,90,2.9608111350071766,0.65,0.645,0.6566666666666666,0.605,0.624
0.954,comp.sys.mac.hardware,276,2.9604409235737514,0.64,0.64,0.6533333333333333,0.6025,0.622
0.956,talk.politics.mideast,120,2.960294525788329,0.64,0.64,0.6533333333333333,0.6025,0.622
0.956,comp.windows.x,425,2.9593378227490224,0.65,0.645,0.6566666666666666,0.605,0.624
0.956,comp.graphics,463,2.9588593070090785,0.65,0.645,0.6533333333333333,0.6025,0.622
0.956,misc.forsale,392,2.958420339286485,0.65,0.645,0.6566666666666666,0.605,0.624
0.958,comp.sys.ibm.pc.hardware,14,2.958029363041922,0.65,0.645,0.6566666666666666,0.605,0.624
0.96,alt.atheism,278,2.9575447643213018,0.65,0.645,0.6566666666666666,0.605,0.624
0.96,misc.forsale,407,2.95712622290029,0.65,0.645,0.6566666666666666,0.605,0.626
0.96,rec.autos,250,2.956500963425438,0.65,0.65,0.6566666666666666,0.605,0.624
0.96,soc.religion.christian,327,2.9558770955461724,0.65,0.65,0.6566666666666666,0.605,0.624
0.96,rec.sport.hockey,157,2.955275871371555,0.65,0.65,0.6566666666666666,0.605,0.624
0.96,soc.religion.christian,16,2.9539778895383675,0.66,0.655,0.66,0.6075,0.626
0.96,comp.graphics,360,2.9534451764820866,0.66,0.655,0.66,0.6075,0.626
0.96,comp.graphics,290,2.9531443761717697,0.66,0.655,0.66,0.6075,0.626
0.96,comp.os.ms-windows.misc,209,2.952902372310514,0.66,0.655,0.66,0.6075,0.626
0.96,rec.sport.baseball,479,2.952134947430664,0.66,0.66,0.6633333333333333,0.61,0.63
0.96,sci.space,231,2.9506301091493596,0.66,0.66,0.66,0.6075,0.628
0.962,talk.politics.guns,478,2.9507414901978954,0.67,0.665,0.6633333333333333,0.61,0.63
0.962,rec.sport.hockey,444,2.9498538185738674,0.67,0.665,0.6633333333333333,0.61,0.63
0.966,sci.crypt,45,2.9492014781545697,0.67,0.665,0.6633333333333333,0.61,0.63
0.966,alt.atheism,270,2.948771833930717,0.67,0.66,0.66,0.61,0.632
0.968,sci.electronics,288,2.9482338601370777,0.67,0.66,0.66,0.61,0.634
0.968,rec.autos,186,2.94785780139001,0.67,0.66,0.66,0.61,0.634
0.968,talk.politics.mideast,159,2.947144460455641,0.67,0.655,0.6566666666666666,0.6075,0.632
0.97,comp.os.ms-windows.misc,432,2.9463316035854348,0.67,0.655,0.6566666666666666,0.6075,0.632
0.97,rec.sport.hockey,331,2.9452484116976523,0.67,0.655,0.66,0.61,0.634
0.972,sci.electronics,100,2.944832439738634,0.67,0.655,0.66,0.61,0.632
0.972,rec.sport.baseball,192,2.943769258034251,0.67,0.655,0.66,0.61,0.632
0.972,alt.atheism,56,2.943156762275664,0.68,0.66,0.66,0.61,0.632
0.972,comp.sys.ibm.pc.hardware,242,2.940584426557038,0.68,0.655,0.6566666666666666,0.6075,0.63
0.972,soc.religion.christian,313,2.940159795317853,0.68,0.655,0.6533333333333333,0.605,0.628
0.972,rec.motorcycles,456,2.93771290334443,0.67,0.645,0.6466666666666666,0.6,0.624
0.974,talk.religion.misc,307,2.9377634775690886,0.67,0.645,0.65,0.6025,0.624
0.974,rec.autos,2,2.937737547414831,0.67,0.64,0.6466666666666666,0.6,0.622
0.974,comp.sys.mac.hardware,450,2.9361783452079355,0.67,0.64,0.6466666666666666,0.6,0.622
0.974,comp.graphics,95,2.935299812207034,0.67,0.64,0.6466666666666666,0.6025,0.624
0.974,comp.windows.x,128,2.934171475605977,0.67,0.64,0.6466666666666666,0.6025,0.628
0.974,sci.space,133,2.9315506194567527,0.67,0.64,0.6466666666666666,0.6025,0.628
0.974,alt.atheism,105,2.930924168888664,0.67,0.64,0.6466666666666666,0.6025,0.628
0.972,rec.autos,272,2.9284592904221185,0.67,0.64,0.6466666666666666,0.6025,0.628
0.972,talk.religion.misc,264,2.9267601694410343,0.67,0.64,0.6466666666666666,0.6025,0.628
0.972,sci.crypt,12,2.9255256526553075,0.67,0.64,0.6466666666666666,0.6025,0.628
0.974,talk.religion.misc,317,2.9239524301047983,0.68,0.645,0.6466666666666666,0.6025,0.628
0.974,comp.os.ms-windows.misc,305,2.923607953704466,0.68,0.645,0.6466666666666666,0.6025,0.628
0.974,talk.politics.mideast,151,2.9212884334124354,0.68,0.645,0.6466666666666666,0.6025,0.628
0.974,comp.graphics,389,2.920014104612893,0.68,0.645,0.6466666666666666,0.6025,0.628
0.974,sci.crypt,256,2.917043167633337,0.68,0.645,0.6466666666666666,0.6025,0.628
0.974,talk.politics.guns,442,2.9136221405692515,0.68,0.645,0.65,0.605,0.63
0.976,alt.atheism,217,2.9123702750773255,0.69,0.65,0.6533333333333333,0.6075,0.632
0.976,misc.forsale,318,2.91173590503037,0.69,0.655,0.6566666666666666,0.61,0.634
0.978,talk.politics.guns,176,2.9099248254643024,0.69,0.655,0.6566666666666666,0.61,0.634
0.978,comp.graphics,418,2.9085998198509087,0.69,0.655,0.6533333333333333,0.6075,0.632
0.98,rec.motorcycles,7,2.9076372244743407,0.69,0.655,0.6533333333333333,0.6075,0.632
0.98,comp.sys.mac.hardware,234,2.9067484573524216,0.69,0.655,0.6533333333333333,0.6075,0.632
0.982,comp.sys.ibm.pc.hardware,487,2.9055672611146472,0.69,0.655,0.6533333333333333,0.6075,0.632
0.982,rec.sport.hockey,498,2.9046887086378055,0.69,0.655,0.6533333333333333,0.6075,0.632
0.984,sci.med,170,2.9018943531874393,0.68,0.65,0.65,0.605,0.63
0.984,misc.forsale,348,2.901167103366343,0.68,0.65,0.65,0.605,0.63
0.984,sci.med,292,2.900089337120347,0.68,0.65,0.65,0.605,0.63
0.984,sci.med,388,2.8985957517079015,0.68,0.65,0.65,0.605,0.63
0.986,talk.politics.mideast,172,2.898221405625575,0.68,0.65,0.65,0.6025,0.628
0.986,comp.sys.mac.hardware,131,2.896285684637336,0.68,0.65,0.65,0.6025,0.626
0.988,talk.religion.misc,240,2.8939466003630305,0.69,0.655,0.6533333333333333,0.605,0.628
0.988,soc.religion.christian,352,2.89247164618436,0.7,0.66,0.6566666666666666,0.6075,0.63
0.988,comp.sys.mac.hardware,155,2.8899073078224378,0.71,0.665,0.66,0.61,0.634
0.988,rec.sport.hockey,96,2.888215836697474,0.71,0.665,0.6566666666666666,0.6075,0.632
0.988,comp.os.ms-windows.misc,64,2.886862314149724,0.71,0.665,0.6566666666666666,0.61,0.632
0.99,soc.religion.christian,146,2.8839638491811974,0.71,0.67,0.66,0.6125,0.634
0.99,sci.crypt,204,2.883150699443238,0.71,0.67,0.66,0.6125,0.634
0.99,rec.sport.hockey,225,2.881077360709107,0.71,0.67,0.66,0.6125,0.634
0.99,rec.sport.hockey,94,2.878770844942969,0.71,0.67,0.6633333333333333,0.615,0.636
0.99,comp.sys.mac.hardware,31,2.8773593625822653,0.71,0.67,0.6633333333333333,0.615,0.636
0.99,rec.autos,139,2.8720212715360076,0.71,0.67,0.6633333333333333,0.615,0.636
0.99,sci.crypt,59,2.8705085498386818,0.72,0.675,0.6666666666666666,0.6175,0.638
0.99,alt.atheism,415,2.869499628207221,0.72,0.67,0.6633333333333333,0.615,0.634
0.99,comp.graphics,79,2.8687038433445724,0.72,0.67,0.6633333333333333,0.615,0.634
0.992,misc.forsale,252,2.8664982299002615,0.71,0.665,0.66,0.6125,0.634
0.994,rec.sport.hockey,9,2.865878851234821,0.71,0.665,0.6633333333333333,0.6125,0.636
0.994,soc.religion.christian,208,2.8628363818434646,0.7,0.66,0.66,0.61,0.634
0.994,comp.os.ms-windows.misc,122,2.8597368193407178,0.7,0.66,0.66,0.61,0.634
0.994,sci.space,296,2.857955750127518,0.71,0.665,0.6633333333333333,0.6125,0.636
0.994,misc.forsale,42,2.8478532016538294,0.71,0.66,0.66,0.61,0.634
0.994,comp.sys.ibm.pc.hardware,383,2.8443180214839816,0.72,0.665,0.6633333333333333,0.6125,0.636
0.994,alt.atheism,330,2.8428136025851702,0.72,0.665,0.6633333333333333,0.6125,0.636
0.994,rec.autos,427,2.8405303485384787,0.72,0.665,0.6633333333333333,0.6125,0.636
0.994,comp.graphics,145,2.839381326481826,0.72,0.665,0.6633333333333333,0.615,0.636
0.994,rec.motorcycles,163,2.834602649086041,0.72,0.665,0.6633333333333333,0.615,0.632
0.994,talk.politics.mideast,473,2.83194949367909,0.72,0.665,0.6633333333333333,0.615,0.632
0.994,soc.religion.christian,356,2.830280835374807,0.73,0.67,0.6666666666666666,0.6175,0.634
0.994,comp.os.ms-windows.misc,308,2.8272355917768244,0.73,0.67,0.6666666666666666,0.615,0.632
0.994,comp.sys.ibm.pc.hardware,75,2.8241219446549772,0.73,0.675,0.6666666666666666,0.615,0.634
0.994,rec.sport.baseball,74,2.8164432091527702,0.73,0.675,0.6666666666666666,0.615,0.634
0.994,soc.religion.christian,10,2.8113164499964576,0.72,0.67,0.6633333333333333,0.615,0.634
0.994,soc.religion.christian,214,2.791295924154687,0.71,0.665,0.66,0.615,0.634
0.994,rec.sport.hockey,180,2.7883469744520446,0.71,0.665,0.66,0.615,0.634
0.996,sci.med,393,2.78530269464312,0.71,0.665,0.66,0.615,0.634
0.996,talk.religion.misc,363,2.7841317835225063,0.71,0.665,0.6633333333333333,0.6175,0.638
0.996,alt.atheism,32,2.7762905262155195,0.71,0.665,0.6633333333333333,0.6175,0.638
0.996,sci.med,343,2.769602983415042,0.71,0.665,0.6633333333333333,0.6175,0.638
0.996,sci.crypt,83,2.7506379979854345,0.71,0.665,0.66,0.615,0.636
0.996,rec.sport.hockey,248,2.74606689006642,0.71,0.665,0.66,0.615,0.636
0.996,alt.atheism,335,2.7326465897195718,0.71,0.665,0.66,0.6175,0.638
0.996,comp.graphics,255,2.7187675536891125,0.71,0.665,0.66,0.6175,0.638
0.996,sci.space,114,2.684229829764692,0.71,0.665,0.66,0.62,0.64
0.996,rec.autos,53,2.6669486596096683,0.71,0.665,0.66,0.62,0.64
0.996,alt.atheism,268,2.657976812646819,0.71,0.665,0.66,0.62,0.64
0.996,sci.med,153,2.6233613168912933,0.7,0.67,0.6633333333333333,0.6225,0.642
0.996,comp.graphics,203,2.6075743028023792,0.7,0.67,0.6633333333333333,0.6225,0.642
0.996,talk.religion.misc,226,2.6011428575539366,0.7,0.665,0.66,0.62,0.642
0.996,sci.med,490,2.5936548378508304,0.7,0.665,0.66,0.6225,0.644
0.996,alt.atheism,396,2.5639963562988464,0.7,0.665,0.66,0.6225,0.644
0.996,soc.religion.christian,315,2.5191545571195686,0.7,0.66,0.6533333333333333,0.6175,0.64
0.996,sci.electronics,379,2.49741865462116,0.7,0.66,0.6533333333333333,0.6175,0.638
0.996,sci.crypt,349,2.4901792255272293,0.7,0.66,0.6533333333333333,0.6175,0.636
0.996,sci.electronics,35,2.475121155504069,0.7,0.66,0.6533333333333333,0.6175,0.636
0.996,talk.religion.misc,97,2.4693790733175662,0.7,0.665,0.6566666666666666,0.6225,0.64
0.996,rec.sport.hockey,397,2.4596326174274052,0.7,0.665,0.6566666666666666,0.6225,0.64
0.996,sci.space,359,2.439250049684372,0.7,0.665,0.6566666666666666,0.6225,0.64
0.996,talk.politics.mideast,329,2.4266463871915533,0.7,0.665,0.6566666666666666,0.6225,0.64
0.996,rec.sport.hockey,314,2.4164374394596613,0.7,0.66,0.6533333333333333,0.62,0.638
0.996,comp.os.ms-windows.misc,312,2.3453753826865,0.7,0.66,0.6533333333333333,0.62,0.638
0.996,sci.electronics,395,2.3032660923681685,0.7,0.66,0.6566666666666666,0.6225,0.64
0.996,rec.sport.hockey,437,2.198968033839608,0.7,0.66,0.6566666666666666,0.625,0.642
0.996,talk.politics.guns,221,2.1584702985238113,0.7,0.66,0.6566666666666666,0.625,0.642
0.996,comp.os.ms-windows.misc,477,2.1109815523104474,0.7,0.66,0.6566666666666666,0.625,0.642
0.996,talk.religion.misc,184,2.039830448971623,0.7,0.66,0.6566666666666666,0.625,0.642
0.996,soc.religion.christian,449,2.033312876814762,0.7,0.66,0.6566666666666666,0.6225,0.64
0.996,rec.sport.hockey,486,2.0201977567026677,0.7,0.66,0.6566666666666666,0.6225,0.64
0.996,sci.crypt,281,1.873282065194045,0.7,0.66,0.6566666666666666,0.62,0.638
0.998,sci.crypt,166,1.8453162998193027,0.7,0.66,0.6533333333333333,0.6175,0.636
0.998,sci.crypt,135,1.7545445382460119,0.7,0.655,0.6466666666666666,0.6125,0.63
0.998,rec.autos,87,1.5851092681063699,0.7,0.655,0.6466666666666666,0.6125,0.63
0.998,rec.motorcycles,27,1.4190976853667494,0.7,0.65,0.6433333333333333,0.61,0.628
